Quality	#1 ID	#2 ID	#1 String	#2 String
1	98	98	قال وزير الدفاع دونالد رامسفيلد يوم الثلاثاء :أن الإطاحة ببقايا نظام صدام حسين المخلوع ،المتشددين في العراق ، سيستغرق وقتا.	قال وزير الدفاع دونالد رامسفيلد يوم الثلاثاء: أن تحديد موقع ما تبقى من المتشددين من نظام صدام حسين المخلوع في العراق، سيستغرق وقتا .
0	99	99	قفزت سهم شركة أورانج إ لى ما يصل ل 15 في المئة. 	انخفضت أسهم شركة فرانس تليكوم 3.6 في المئة في حين ارتفعت  أسهم شركة أورانج 13 في المئة.
1	100	100	قال بريمر أن هناك مبادرة واحدة وهي لإطلاق برنامج وطني بقيمة  70 مليون دولار في الأسبوعين المقبلين، لتنظيف الأحياء وبناء المشاريع المجتمعية.	قال بريمر أنه سيطلق برنامجا بقيمة 70 مليون دولار في الأسبوعين المقبلين، لتنظيف الأحياء في العراق، وبناء المشاريع المجتمعية، لكنه لم يذكر تفاصيل.
1	101	101	أعلنت ميكرون أول أرباح فصلية لها لمدة ثلاث سنوات.	كما بينت كذلك أرقام ميكرون أيضا أول أرباح فصلية لمدة  ثلاث سنوات لمصنع درام.
1	102	102	كان الزبائن يتناولون العشاء ويلعبون البنغو عندما انفجرت قنبلة في كاسا دي إسبانا .	كان الزبائن يتناولون العشاء ويلعبون البنغو عندما انفجرت قنبلة في كاسا دي إسبا .
0	103	103	قالت السلطات يوم الأربعاء: أن عمليات البحث عن ثلاثة مفقودين من المراهقين ،كشفت عن اثنين منهم على الأقل ،ذلك بين الجثث التي دفنت تحت صبة إسمنت  حديثة في الطابق السفلي من المنزل.	أجرت السلطات يوم الخميس عملية تشريح في واحدة من ثلاث جثث انتشلت من تحت طبقة صبة إسمنت حديثة  ،في الطابق السفلي من أحد منازل  شمال غرب ولاية انديانا .
1	104	104	كان سايليا قائد القاعدة في حرب العراق، ولكن القيادة المركزية أرسلت المئات ممن أداروا الحرب إلى موطنهم في تامبا، فلوريدا.	بينما كان سايليا قائد القيادة في حرب العراق، لكن المئات ممن أداروا الحرب ،عادوا إلى الولايات المتحدة
1	105	105	يجري التحقيق مع صانعي معدات الاتصالات المحاصرة لوسنت تكنولوجيز من قبل اثنين من الوكالات الفيدرالية ،لانتهاكات محتملة للقوانين التابعة للولايات المتحدة والخاصة بالرشوة،في عملياتها في المملكة العربية السعودية.	تحقق اثنين من الوكالات الفيدرالية صانعي معدات التكنولوجيا  لوسنت تكنولوجيز ،لانتهاكات محتملة لقوانين الرشوة في الولايات المتحدة ،في عملياتها في المملكة العربية السعودية.
1	106	106	تقول منظمة شانغهاى للتعاون أنه لن يتم الإعلان عن شروط التسعير للحصول على ترخيص إلا بعد أسابيع.	قال ماكبرايد  :سيتم الإعلان عن تفاصيل بشأن التسعير في غضون أسابيع قليلة.
0	107	107	زاد مؤشر ناسداك المركب 30.46 نقطة، أو 2 في المئة،ليصل  إلى 1،520.15.	يحقق مؤشر ناسداك مكاسب أسبوعية من 17.27، أو 1.2 في المئة ليغلق عند مستوى 1،520.15 بعد حصوله على 30.46 نقطة يوم أمس.
0	108	108	قالت وزارة الخارجية البريطانية يوم الإثنين أن سلطات التحالف في العراق كانت مسرورة من إطلاق سراح الرجال .	قالت وزارة الخارجية البريطانية أنها توسطت  للإفراج عن الرجلين.
1	109	109	تشير تقديرات وول مارت أنه أكثر من 100 مليون أميركي يزور محلاتها كل أسبوع.	يزور كل أسبوع 138 مليون متسوق 4750 متجرا من متاجر وول مارت.
1	110	110	صرحت مصادر في صناعة السباقات للنشرة اليومية  أن فونتانا ستحصل على سباق ناسكار الثاني في عطلة عيد العمال ، ابتداء من الموسم المقبل.	صرحت مصادر في صناعة السباقات  أن فونتانا ستحصل على سباق ناسكار الثاني في عطلة عيد العمال ،ابتداء من الموسم المقبل.
1	111	111	أضاف السيد برودي: "ربما، ولكن الشيخوخة تساعدنا على فهم نقاط القوة والضعف لدينا .	ربما، ولكن الشيخوخة تساعدنا على فهم نقاط القوة والضعف لدينا وحقيقة العالم.
0	112	112	قال كيري"أنا فخور بأنني وقفت ضد ريتشارد نيكسون، وليس معه"	قالت : "انطلقت في الشوارع ضد ريتشارد نيكسون وحرب فيتنام"،
1	113	113	قال بلوفسكي أن اللجنة لم تقم بالتحقيق لأن نظام القيود المفروضة ومدته ثلاث سنوات قد انتهت صلاحيته .	قال بلوفسكي  :لن يبدأ الفريق تحقيقا رسميا بسبب انتهاء صلاحية النظام الأساسي للقيود .
1	114	114	قام باللوم على ريد هات ومؤسسة البرمجيات الحرة في محاولة لتقويض حقوق التأليف والنشر الأمريكية وقانون البراءات.	في رسالته، يتهم ماكبرايد مؤسسة البرمجيات الحرة وريد هات في محاولة لتقويض قوانين حقوق النشر الأمريكية.
0	115	115	كسبت أسهم كوريكسا 71 سنتا أو 10% لتصل إلى 7.91 دولار في تداول ناسداك .	في التداولات الصباحية الأخيرة في سوق ناسداك للأوراق المالية، ارتفعت أسهم أوريكس 74 سنتا أو 10%،لتصل إلى 7.94 دولار .
1	116	116	دعت بعدها الشرطة فرقة من خبراء المفرقعات، ولكن الجهازانفجر ، مما أسفر عن مقتل ويلز، قبل وصول تقنيي تفكيك القنابل .	في حين انتظاروصول خبراء المفرقعات ،انفجرت القنبلة، مما أسفر عن مقتل ويلز.
0	117	117	ورفض متحدثان باسم مكتب التحقيقات الفدرالي ووكالة الاستخبارات المركزية، وكالة المخابرات الكندية وشرطة الخيالة الكندية الملكية التعليق على بقاء الشكري جمعة في كندا.	رفض مكتب التحقيقات الفدرالي ووكالة الاستخبارات المركزية، وكالة المخابرات الكندية والملكية الكندية رفضت الشرطة الخيالة التعليق على تقرير واشنطن تايمز
1	118	118	قال ستيفن ن عضو مجلس إدارة التحقيق :لقد كان هذا مشكلة دائمة لم يتم حلها.	كانت هذه مشكلة دائمة لم يتم حلها، ميكانيكيا أوجسديا"، هذا ما قاله عضو مجلس الإدارة ،ستيفن والاس.
1	119	119	انتهى معدل مؤشر داو جونز الصناعي لأسهم الشركات الامريكية الكبرى بارتفاع بنسبة 56.79 نقطة ، أو 0.67 في المئة ليصل إلى مستوى 8،588.36 - أعلى مستوى له منذ 17  كانون الثاني.	ارتفع مؤشر داو جونز الصناعي (أخبار، الرسم البياني، لمحة التابع ل د.ج $) ارتفع 56 نقطة، أو 0.7 في المئة، ليصل إلى مستوى 8,588.
